par,est,iter,ln_sigma_eta,ln_kappa2,Estimation model,Operating model
beta[j1],-2.5901141748261747,88,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.2412923269386892,88,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.0221025288337704,89,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.8753758107439071,89,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6357651139000217,89,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-3.193447232855852,89,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.166083383853485,89,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.6382254821541943,90,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.5005223293457383,90,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.7898919297250753,90,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.7455608605741966,90,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.6836012823199764,90,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.6110449657437224,91,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.6441965717950832,91,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.1578444390787146,91,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.348899026328694,91,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.13960014338127333,91,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.8255136658795177,92,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.8531125629842694,92,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.8273617862666496,92,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.6762963135196456,92,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.08425195115251426,92,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.5425236447109025,93,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.5315345367805778,93,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.5651151970604227,93,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.413282891224608,93,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.14334379867875632,93,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.3721010503624314,94,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.6046402284361594,94,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.6245333284899532,94,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.8432920598062283,94,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.28448719502863123,94,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.7184631561587508,95,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.0446987696549073,95,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.4982588996121142,95,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.50293189791851,95,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.9726568245925746,95,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.1870289095496862,96,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.955796940680629,96,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.641020012365175,96,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.699539727235261,96,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.13414003461963456,96,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.1852091970623815,97,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.7953540611585964,97,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.5727467440974442,97,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.484447029999853,97,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.04790120738936376,97,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.1913652989034622,98,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.6415782953438227,98,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.8991593191614826,98,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.6352628500420616,98,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.25932641191687905,98,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.1717102916295217,99,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.7910025022082573,99,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.5800672181053539,99,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.343552263636767,99,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.14149415086189712,99,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.4737335598183783,100,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-2.0249812523504933,100,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.1788528864565193,100,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.7440992838979965,100,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.10515389594285776,100,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.7839602658440397,101,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.4009723253820323,101,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.2485794553328087,101,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.798058852177317,101,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.12010572158373947,101,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.531110684712094,102,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.5509047651601295,102,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.5701309433482242,102,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4244029571687515,102,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.2939296953138952,102,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.4708322062492338,103,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.3616092060326692,103,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6790776802209499,103,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4754859479882145,103,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.15792725290034615,103,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.7863367580248017,104,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.9480657871672785,104,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.7986363499728116,104,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-3.0836306257520993,104,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.17794503557669894,104,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.8195154962470617,105,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.1154605074825752,105,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.8424369923090507,105,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4896048411851552,105,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.264804491904159,105,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.9459875184238736,106,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.9272564349101962,106,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.391661551418115,106,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-3.005006748863826,106,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.19726110819628945,106,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-2.1345275997482016,107,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.9623221939386857,107,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.9717135550934596,107,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.591676215142563,107,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.19622416144820437,107,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.6578838629006729,108,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.161606801801498,108,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.9909141825845023,108,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.3321054965919097,108,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.10321368058926414,108,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.9560594452536002,109,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.9900904412202989,109,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6417548817767683,109,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4118959899602994,109,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.09446066570591483,109,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.8352742707372869,110,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.9642946527692763,110,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.7060076731055887,110,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4328895200097804,110,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.10701109616193506,110,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.3579523994149372,111,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.01803459414184,111,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.0796024024081787,111,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.9694059029380644,111,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.5224290194056705,111,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.4673991531073804,112,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.3620878227059559,112,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.0227645592316854,112,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.0758938760033603,112,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.2970467144678319,112,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.8634167889747814,113,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.1086811967196333,113,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.9331551276002488,113,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.5548195354400205,113,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.17567029375622065,113,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.6203743638545572,114,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.5404744410589983,114,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.1962739835829392,114,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.5643576133540305,114,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.7103689980773713,114,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.2300523944958213,115,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.5538343234161018,115,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.4261232759790141,115,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.4574319945014653,115,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.12723445753515236,115,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.7587815804182445,116,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.3334820970823744,116,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6555029972265141,116,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-3.2386584153245135,116,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.7141600440573421,116,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.180129179724884,117,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.6702787285684714,117,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.8730180388947458,117,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.329324940898372,117,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.19725062317200867,117,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.0697331734636246,118,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.3011048989602252,118,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.8612071797328681,118,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.1058306809934644,118,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.12030001114649162,118,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.3763311208429927,119,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.1143141916216268,119,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.3748567345482956,119,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-3.008933054014482,119,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.10049588807616379,119,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-1.1159930425431377,120,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.3275429919737205,120,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6291298113046166,120,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.45583161749779,120,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.09973441868153574,120,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.7065228249220604,121,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.13863038740903,121,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.6472255824759247,121,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.401753926184885,121,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.11354428235764294,121,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.528692575769994,122,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-0.8239085315239538,122,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-0.9480443484801434,122,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.8429626269710395,122,0.25,3,Null,Operating model = Diffusion
beta[j1],-0.23142450943073398,122,0.25,0.5,Null,Operating model = Diffusion
beta[j1],-0.6225829004777027,123,0.25,1.5,Null,Operating model = Diffusion
beta[j1],-1.0124733263084404,123,0.1,1.5,Null,Operating model = Diffusion
beta[j1],-1.0197755549256058,123,0.5,1.5,Null,Operating model = Diffusion
beta[j1],-2.8849850017642753,123,0.25,3,Null,Operating model = Diffusion
