par,est,iter,ln_sigma_eta,ln_kappa2,Estimation model,Operating model
ln_kappa2,3.192910412472103,53,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.5256416565856314,53,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5776148755684478,53,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.547528821600402,54,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0642317357744409,54,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.529017022650965,54,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6073903201891269,54,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2276173126402985,54,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6534723108574856,54,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0316372366938498,54,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.916214096928266,54,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.0430872714730257,54,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9659951723847862,54,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6507007380946566,55,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.551644984241555,55,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.241601575777001,55,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6428303543650664,55,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.141538651096751,55,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4261120265036695,55,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.097198530722696,55,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9157041858504087,55,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.2565623508760195,55,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.2768395363468671,55,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.362897046409635,56,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4446723764525258,56,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0235023794217257,56,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4915197756077165,56,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0899293135884136,56,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4665244699472304,56,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.761903761781481,56,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0273545712341567,56,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.5911301787116265,56,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.276761630947782,56,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.398176588450217,57,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7071301283446538,57,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.1418470153754336,57,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.708923820713831,57,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9494091384096657,57,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3272347590810039,57,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.799568366045051,57,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.0903958192201744,57,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.3296776999957403,57,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.574387375748835,57,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.6857383264962507,58,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2909339223775373,58,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5893896044020783,58,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3364758298653128,58,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3272833391590066,58,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7782728820923674,58,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1062370879086494,58,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8541369810797264,58,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.258452511614908,58,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.22375060948813968,58,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.896347139557656,59,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5285007928185113,59,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.756466027840462,59,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.568348988491924,59,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.0902825298979613,59,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8604729486409708,59,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.876998000032361,59,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7310120106716593,59,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.5793722474304728,59,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.552905030549621,59,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6962279016898605,60,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5259778399789508,60,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.080776787902233,60,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4996620012017345,60,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.5797873898356785,60,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3413624452972905,60,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9001954020935514,60,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9216868334225183,60,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.8931033342315053,60,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9066569953486023,60,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.375691615932104,61,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4688706168881471,61,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-1.764306351209929,61,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,2.567548695860945,61,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0381705396037093,61,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4398619645176045,61,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0037324266005516,61,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.837170943751304,61,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.3878231745102236,61,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5107367398206016,61,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.989486648171981,62,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4417803241536657,62,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.28064255924174,62,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7120165829647096,62,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.964520116636388,62,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.481678618748554,62,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6966962794194496,62,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.132183441342634,62,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.671696204790275,62,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-6.4729616223778885,62,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0550193517878195,63,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6182196963920297,63,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6876710395923356,63,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5483304280900476,63,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3971575665957654,63,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5946264693875982,63,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8848832818181473,63,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9162996596536646,63,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.085337452130277,63,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.7764120463390806,63,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.975345620636185,64,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5049760019034801,64,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-5.165348320726203,64,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.294154029004871,64,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.098352595016007,64,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2405276410039328,64,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.451326284223483,64,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.473866799959727,64,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.1131085100157874,64,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.009202646509815029,64,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4812639025614884,65,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.171773094504413,65,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.726937127609835,65,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5311234514796765,65,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8128666164999565,65,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5332580003080212,65,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7661175895248546,65,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.329013636274254,65,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.2874786736610107,65,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6802743145272487,65,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.684510215361844,66,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.591536484284178,66,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.663619068167426,66,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6036128045922522,66,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9105443353386646,66,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4336782860624662,66,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.538385835715224,66,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9343449427895822,66,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.593774374682532,66,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.15598546998546634,66,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.47232642272305,67,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.194543459862442,67,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9325510136122124,67,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7777538285161278,67,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.1250774732298643,67,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5878751596589193,67,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7256280840312743,67,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.154970729927107,67,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.9336554899152705,67,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9109830215160953,67,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0077944149064684,68,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.629559844763628,68,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4977224053222615,68,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.376129347952839,68,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4736835566508253,68,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6278950304627782,68,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8408026261786934,68,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.3532117082346566,68,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.9717071369464123,68,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.8366304465473811,68,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.581277735274607,69,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.330969245980378,69,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.207229594245534,69,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8374183265208541,69,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8362330764287753,69,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6586417919147285,69,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.737375640594308,69,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.852040806361662,69,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.626296981323938,69,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.0954769028384565,69,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4935949925518854,70,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.638107901946085,70,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7187073511445288,70,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6164834202296738,70,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.06262301255204,70,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3482583807933348,70,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7193476538595025,70,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.7702117540151314,70,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.5981866475664,70,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5401706949510596,70,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9737820301251956,71,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4775386903085352,71,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.365308609052715,71,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2418729385510345,71,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.334321818878571,71,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.462501297669918,71,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7571587040599654,71,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.8532669921195946,71,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.073043840187174,71,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.5905873445754942,71,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.914771503748431,72,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4445477367060207,72,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0466307080822985,72,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4094397414991797,72,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4613929662464082,72,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5254107309709244,72,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9286488577227576,72,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1402451144076147,72,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.4153702187900805,72,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6560213342325846,72,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6895295158925068,73,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4993726506558582,73,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3708342862737157,73,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7476133724749605,73,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8718437570966535,73,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5596938545539085,73,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7522535554603946,73,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.146158080996106,73,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-5.234236229306352,73,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-5.63954781698657,73,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.637174587139929,74,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6432182282260748,74,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.6748556927072746,74,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.0217919473047865,74,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.77520980010833,74,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2785713119543047,74,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8572649176005145,74,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.9241539816583892,74,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.0406464126333193,74,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6196500527234282,74,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0447501641279096,75,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4118659076299755,75,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.740272960068601,75,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.468566011123085,75,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.854008964197589,75,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4731229625108293,75,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8421360233371873,75,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1109447434662574,75,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.880812317544112,75,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-1.2496493299112585,75,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.3288856837741045,76,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.36982502360727,76,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.184551516724469,76,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4291061839017183,76,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.7156389918909514,76,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.3906572111128561,76,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4075668471273266,76,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,8.540245572054728,76,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-4.104125105009895,76,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,-0.359628501904003,76,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.85780000975176,77,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4018459887291428,77,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0155526900111265,77,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.305364148321954,77,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4918005081928305,77,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.1717649664858525,77,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9555104847854246,77,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,2.928284339235082,77,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.9572789424440353,77,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.42499452734387155,77,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0192461129025205,78,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4387558904374351,78,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9154911538132366,78,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4483719345899362,78,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-4.3086329116237,78,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.6235539203922471,78,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9930137407004693,78,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.774964164298855,78,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.5914517243262012,78,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.082954686564541,78,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9305760032516215,79,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8090547093559934,79,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.598745443609972,79,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7378297454852012,79,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9321869540264323,79,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4985802768816279,79,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.4078474581478377,79,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,8.092203791059596,79,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.0023836603815948,79,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.01125633888943589,79,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.047489656392134,80,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5496621560305308,80,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8140087639097286,80,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5502210405474772,80,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3236125028099752,80,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5585639303956993,80,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0836143005310506,80,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.3602698585495814,80,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.2884116840254474,80,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.4040702333604484,80,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-3.3523731424345846,81,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2094487064462893,81,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.757425186684006,81,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5270588362500013,81,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.6717089471375752,81,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.500549461841065,81,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.8850224772070248,81,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1616024532164717,81,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.884914361764727,81,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.3076983602211062,81,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.2595416242624315,82,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.8271747471342985,82,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.9149587176077514,82,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6307130011293898,82,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.348033283506976,82,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.295921431216277,82,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.49985768172291,82,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.210901059681397,82,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-2.0925358478877616,82,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.9033995791735075,82,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.778528142377691,83,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.858156050857921,83,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.261220001497042,83,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.639801310374525,83,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3627938416279504,83,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6778970804249764,83,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.543108846495148,83,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.7476939320146867,83,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.4742035123711803,83,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.06489921575790532,83,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.687432801154144,84,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.7899745647952046,84,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.5042659053079652,84,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.594775214883742,84,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.4135230334082642,84,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.6319138038400844,84,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.773731136012066,84,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.066490378112118,84,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-1.325150641308156,84,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.2042391720894456,84,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.772846393742022,85,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5196837908785965,85,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7420072464781895,85,0.1,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.5934432770137288,85,0.1,1.5,Diffusion,Operating model = Diffusion
beta[j1],-3.0091052292309017,85,0.5,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.4070636919101924,85,0.5,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.7183808737567645,85,0.25,3,Diffusion,Operating model = Diffusion
ln_kappa2,3.1755497457768382,85,0.25,3,Diffusion,Operating model = Diffusion
beta[j1],-3.009117616178503,85,0.25,0.5,Diffusion,Operating model = Diffusion
ln_kappa2,0.2856987156728266,85,0.25,0.5,Diffusion,Operating model = Diffusion
beta[j1],-2.3854684052776007,86,0.25,1.5,Diffusion,Operating model = Diffusion
ln_kappa2,1.62994833826558,86,0.25,1.5,Diffusion,Operating model = Diffusion
beta[j1],-2.623959293388067,86,0.1,1.5,Diffusion,Operating model = Diffusion
